"","SG_PARTIDO","NM_PARTIDO","DS_TP_DOCUMENTO","DT_PAGAMENTO","VR_PAGAMENTO"
"584","REPUBLICANOS","REPUBLICANOS","FATURA",2018-12-12,206.99
"585","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2018-10-06,4
"586","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2018-12-17,900
"587","REPUBLICANOS","REPUBLICANOS","FATURA",2018-10-15,187.42
"588","REPUBLICANOS","REPUBLICANOS","FATURA",2018-01-23,482.26
"589","REPUBLICANOS","REPUBLICANOS","RECIBO",2018-10-01,2000
"590","REPUBLICANOS","REPUBLICANOS","RECIBO",2018-08-01,650
"591","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2018-09-26,2187.36
"592","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2018-01-02,872.83
"593","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-03-09,9.7
"594","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2018-01-31,500
"595","REPUBLICANOS","REPUBLICANOS","FATURA",2018-09-12,182.8
"596","REPUBLICANOS","REPUBLICANOS","FATURA",2018-10-15,10.2
"597","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-02-02,2.95
"598","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-10-11,2.5
"599","REPUBLICANOS","REPUBLICANOS","FATURA",2018-10-24,135
"600","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-11-01,10.15
"601","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-06-19,4.35
"602","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-03-27,9.7
"603","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-08-07,4.6
"604","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-02-01,9.7
"605","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-12-18,1.15
"606","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-02-01,341.53
"607","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-10-01,94.21
"608","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-07-01,429.23
"609","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-09-01,11.99
"610","REPUBLICANOS","REPUBLICANOS","RECIBO",2018-01-01,1149.38
"611","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-03-05,43.4
"612","DEM","DEMOCRATAS","OUTROS",2018-01-01,116.48
"613","DEM","DEMOCRATAS","OUTROS",2018-04-20,2.95
"614","DEM","DEMOCRATAS","OUTROS",2018-05-10,43.4
"615","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2018-03-29,19.2
"616","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2018-10-31,19.2
"617","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2018-04-30,178.78
"618","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2018-04-23,35.4
"619","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2018-12-26,42
"620","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2018-07-04,46.4
"621","PSB","PARTIDO SOCIALISTA BRASILEIRO","RECIBO",2018-02-28,19.2
"622","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2018-05-07,230.8
"623","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2018-01-31,19.2
"624","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2018-02-27,230.8
"625","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2018-09-05,46.4
"626","PSC","PARTIDO SOCIAL CRISTÃO","OUTROS",2018-03-13,19.25
"627","PSC","PARTIDO SOCIAL CRISTÃO","OUTROS",2018-08-13,19.25
"628","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-05-25,42
"629","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-09-25,99
"630","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-10-31,19.2
"631","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-10-10,128
"632","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-07-19,210
"633","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-04-10,49
"634","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-01-10,71
"635","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-12-31,200
"636","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-09-04,51.95
"637","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-11-26,42
"638","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-12-31,495.22
"639","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-12-21,94.21
"640","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-12-21,105.33
"641","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-12-27,986.79
"642","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-01-31,19.2
"643","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-05-09,2.35
"644","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-11-09,36.5
"645","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-12-31,156.2
"646","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-12-21,102.52
"647","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-12-21,101.73
"648","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-12-21,142.54
"649","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-12-19,955.08
"650","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-11-30,19.2
"651","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-10-31,19.2
"652","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-05,350.08
"653","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-03-08,2.95
"654","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-08-20,0.35
"655","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-04-16,35.79
"656","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-09-28,19.2
"657","REPUBLICANOS","REPUBLICANOS","OUTROS",2018-08-23,10.15
"658","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2017-12-31,300
"659","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2018-08-22,611
"660","DEM","DEMOCRATAS","OUTROS",2017-11-28,537.3
"661","DEM","DEMOCRATAS","OUTROS",2017-01-27,35.6
"662","DEM","DEMOCRATAS","OUTROS",2017-05-31,3595.57
"663","DEM","DEMOCRATAS","OUTROS",2017-11-08,1523
"664","DEM","DEMOCRATAS","OUTROS",2017-09-04,25.5
"665","DEM","DEMOCRATAS","OUTROS",2017-02-24,974.78
"666","DEM","DEMOCRATAS","OUTROS",2017-07-27,1265.53
"667","DEM","DEMOCRATAS","OUTROS",2017-03-06,68
"668","DEM","DEMOCRATAS","OUTROS",2017-10-23,9.4
"669","DEM","DEMOCRATAS","OUTROS",2017-03-24,258.32
"670","DEM","DEMOCRATAS","FATURA",2017-11-27,561.01
"671","DEM","DEMOCRATAS","OUTROS",2017-01-27,1523
"672","DEM","DEMOCRATAS","OUTROS",2017-02-24,1600
"673","DEM","DEMOCRATAS","OUTROS",2017-07-27,1918.56
"674","DEM","DEMOCRATAS","OUTROS",2017-09-29,937.03
"675","DEM","DEMOCRATAS","OUTROS",2017-10-30,1000
"676","DEM","DEMOCRATAS","DOCUMENTO FISCAL",2017-10-21,1665.73
"677","DEM","DEMOCRATAS","DOCUMENTO FISCAL",2017-09-11,350
"678","DEM","DEMOCRATAS","DOCUMENTO FISCAL",2017-06-19,350
"679","DEM","DEMOCRATAS","DOCUMENTO FISCAL",2017-11-20,120
"680","DEM","DEMOCRATAS","DOCUMENTO FISCAL",2017-04-06,50
"681","DEM","DEMOCRATAS","FATURA",2017-05-04,577.26
"682","DEM","DEMOCRATAS","FATURA",2017-05-04,50.98
"683","DEM","DEMOCRATAS","OUTROS",2017-05-31,15.2
"684","DEM","DEMOCRATAS","OUTROS",2017-11-20,18.8
"685","DEM","DEMOCRATAS","OUTROS",2017-02-03,123.7
"686","DEM","DEMOCRATAS","OUTROS",2017-08-30,4744.89
"687","DEM","DEMOCRATAS","#NULO#",2017-07-31,63.22
"688","DEM","DEMOCRATAS","BOLETO",2017-11-27,49.28
"689","DEM","DEMOCRATAS","OUTROS",2017-07-27,1155
"690","DEM","DEMOCRATAS","OUTROS",2017-09-29,1003.8
"691","DEM","DEMOCRATAS","OUTROS",2017-11-28,937.03
"692","DEM","DEMOCRATAS","OUTROS",2017-12-20,1000
"693","DEM","DEMOCRATAS","OUTROS",2017-01-05,63
"694","DEM","DEMOCRATAS","OUTROS",2017-03-24,1103.9
"695","DEM","DEMOCRATAS","FATURA",2017-03-24,332.39
"696","DEM","DEMOCRATAS","FATURA",2017-05-25,459.7
"697","DEM","DEMOCRATAS","FATURA",2017-12-21,127.51
"698","DEM","DEMOCRATAS","FATURA",2017-06-22,505.78
"699","DEM","DEMOCRATAS","RECIBO",2017-08-30,540
"700","DEM","DEMOCRATAS","RECIBO",2017-10-30,3000
"701","DEM","DEMOCRATAS","OUTROS",2017-01-27,345
"702","DEM","DEMOCRATAS","BOLETO",2017-08-28,49.28
"703","DEM","DEMOCRATAS","DOCUMENTO FISCAL",2017-07-27,1192.43
"704","DEM","DEMOCRATAS","DOCUMENTO FISCAL",2017-10-26,101
"705","DEM","DEMOCRATAS","DOCUMENTO FISCAL",2017-06-20,351
"706","DEM","DEMOCRATAS","DOCUMENTO FISCAL",2017-03-20,120
"707","DEM","DEMOCRATAS","DOCUMENTO FISCAL",2017-05-02,2000
"708","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2016-12-31,39.19
"709","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-02-20,161.66
"710","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-08-31,2.3
"711","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-05-31,1468.5
"712","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-10-25,9.9
"713","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-10-10,4.7
"714","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-10-27,2.35
"715","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-11-16,2.35
"716","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-12-21,2.35
"717","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-08-31,1987.05
"718","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-02-28,45
"719","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-09-30,251.72
"720","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-09-30,12.5
"721","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-09-30,9642.7
"722","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-07-04,3.8
"723","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-08-02,2.35
"724","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-08-25,31.5
"725","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-09-20,21.75
"726","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-02-24,20.5
"727","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-03-24,2
"728","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-05-03,7.6
"729","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-06-06,3.8
"730","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-03-31,599.38
"731","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-09-30,45
"732","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-10-31,249.1
"733","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-10-16,2.35
"734","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-11-03,2.35
"735","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-11-28,4.35
"736","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-12-15,2.35
"737","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-10-31,1889.99
"738","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-02-08,3.8
"739","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-07-25,20.5
"740","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-08-30,4.35
"741","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-11-30,1472
"742","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-10-30,2545.54
"743","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-03-01,1030.4
"744","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-11-06,19.24
"745","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-06-26,4010.39
"746","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-11-30,1592.5
"747","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-12-01,5756.59
"748","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-11-27,1472
"749","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-05-19,2
"750","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-06-02,3.8
"751","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-06-21,3.8
"752","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-01-25,19.5
"753","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-02-24,2
"754","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-03-15,8
"755","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-04-17,7.6
"756","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-05-05,3.8
"757","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-03-02,2208.27
"758","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-10-30,1472
"759","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-02-06,619.66
"760","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-10-11,150
"761","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","FATURA",2017-02-06,124.9
"762","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","FATURA",2017-05-24,250
"763","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-09-30,1202.44
"764","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-12-27,1472
"765","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-04-06,493.43
"766","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-12-12,1353.83
"767","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-05-15,179
"768","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-10-02,5157.18
"769","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-08-29,2253.24
"770","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-04-18,2739.14
"771","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-07-04,2436.84
"772","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","FATURA",2017-08-29,4.35
"773","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","FATURA",2017-09-05,509.69
"774","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-05-13,4897.89
"775","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-01-16,1104
"776","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-09-05,2095.68
"777","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-04-07,1546.02
"778","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-01-06,250
"779","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-09-01,250
"780","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-01-05,2896
"781","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-05-05,130
"782","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-06-13,536.5
"783","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-08-18,150
"784","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-08-04,2205.96
"785","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","#NULO#",2017-06-30,87.13
"786","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-11-01,157.6
"787","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-12-07,220
"788","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-09-18,731.32
"789","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-03-03,1500
"790","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","#NULO#",2017-07-31,99.18
"791","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-05-12,200
"792","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-07-28,2955
"793","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-05-04,120
"794","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-01-24,700
"795","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-08-11,1601.96
"796","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-02-02,1742.56
"797","PL","PARTIDO LIBERAL","OUTROS",2017-04-01,2000
"798","PL","PARTIDO LIBERAL","OUTROS",2017-03-20,2.8
"799","PL","PARTIDO LIBERAL","OUTROS",2017-05-05,4
"800","PL","PARTIDO LIBERAL","OUTROS",2017-03-03,3.8
"801","PL","PARTIDO LIBERAL","OUTROS",2017-05-31,3.8
"802","PL","PARTIDO LIBERAL","OUTROS",2017-12-19,4.35
"803","PL","PARTIDO LIBERAL","OUTROS",2017-08-30,4.35
"804","PL","PARTIDO LIBERAL","OUTROS",2017-07-31,60
"805","PL","PARTIDO LIBERAL","OUTROS",2017-10-03,4.35
"806","PL","PARTIDO LIBERAL","OUTROS",2017-05-01,95.2
"807","PL","PARTIDO LIBERAL","OUTROS",2017-01-01,74.96
"808","PL","PARTIDO LIBERAL","BOLETO",2017-10-03,413.28
"809","PL","PARTIDO LIBERAL","DOCUMENTO FISCAL",2017-08-22,4000
"810","PL","PARTIDO LIBERAL","FATURA",2017-08-08,183.67
"811","PL","PARTIDO LIBERAL","FATURA",2017-03-07,74.69
"812","PL","PARTIDO LIBERAL","RECIBO",2017-02-01,1100
"813","PL","PARTIDO LIBERAL","RECIBO",2016-12-31,1558
"814","PL","PARTIDO LIBERAL","BOLETO",2017-05-03,179.14
"815","PL","PARTIDO LIBERAL","DOCUMENTO FISCAL",2017-11-17,2500
"816","PL","PARTIDO LIBERAL","DOCUMENTO FISCAL",2017-09-01,2000
"817","PL","PARTIDO LIBERAL","FATURA",2017-10-05,75.4
"818","PL","PARTIDO LIBERAL","FATURA",2017-10-05,223.56
"819","PL","PARTIDO LIBERAL","RECIBO",2017-06-01,2904.8
"820","PL","PARTIDO LIBERAL","RECIBO",2017-05-01,805.82
"821","PL","PARTIDO LIBERAL","OUTROS",2017-01-09,170
"822","PL","PARTIDO LIBERAL","OUTROS",2017-08-08,4.35
"823","PL","PARTIDO LIBERAL","OUTROS",2017-10-31,4.35
"824","PL","PARTIDO LIBERAL","OUTROS",2017-03-03,3.8
"825","PL","PARTIDO LIBERAL","OUTROS",2017-01-31,3.8
"826","PL","PARTIDO LIBERAL","OUTROS",2017-07-28,3.8
"827","PL","PARTIDO LIBERAL","OUTROS",2017-04-17,3.8
"828","PL","PARTIDO LIBERAL","OUTROS",2017-12-01,4.35
"829","PL","PARTIDO LIBERAL","OUTROS",2017-05-04,3.8
"830","PL","PARTIDO LIBERAL","OUTROS",2017-09-06,42
"831","PL","PARTIDO LIBERAL","OUTROS",2017-07-04,3.8
"832","PL","PARTIDO LIBERAL","OUTROS",2017-04-01,74.96
"833","PL","PARTIDO LIBERAL","OUTROS",2017-08-01,335.45
"834","PL","PARTIDO LIBERAL","OUTROS",2017-10-01,95.2
"835","PL","PARTIDO LIBERAL","OUTROS",2017-01-01,335.45
"836","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-10-17,4.7
"837","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-12-12,4.35
"838","PSB","PARTIDO SOCIALISTA BRASILEIRO","RECIBO",2017-05-09,3770
"839","PSB","PARTIDO SOCIALISTA BRASILEIRO","RECIBO",2017-06-20,400
"840","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-02-10,7.26
"841","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-03-13,16.8
"842","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-05-04,3.8
"843","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-06-13,3.8
"844","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-08-08,13.05
"845","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-10-04,11.6
"846","PSB","PARTIDO SOCIALISTA BRASILEIRO","DOCUMENTO FISCAL",2017-10-16,100
"847","PSB","PARTIDO SOCIALISTA BRASILEIRO","DOCUMENTO FISCAL",2017-05-09,550
"848","PSB","PARTIDO SOCIALISTA BRASILEIRO","FATURA",2017-02-10,176.66
"849","PSB","PARTIDO SOCIALISTA BRASILEIRO","RECIBO",2017-02-06,3800
"850","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-04-05,1134.61
"851","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-01-03,14.25
"852","PSB","PARTIDO SOCIALISTA BRASILEIRO","RECIBO",2017-09-05,2501.79
"853","PSB","PARTIDO SOCIALISTA BRASILEIRO","RECIBO",2017-02-08,130
"854","PSB","PARTIDO SOCIALISTA BRASILEIRO","#NULO#",2017-08-31,0.38
"855","PSB","PARTIDO SOCIALISTA BRASILEIRO","FATURA",2017-11-06,177.87
"856","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-11-28,4.7
"857","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-07-10,560
"858","PSB","PARTIDO SOCIALISTA BRASILEIRO","FATURA",2017-02-08,545.66
"859","PSB","PARTIDO SOCIALISTA BRASILEIRO","RECIBO",2017-02-06,500
"860","PSB","PARTIDO SOCIALISTA BRASILEIRO","RECIBO",2017-08-09,400
"861","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-05-19,2
"862","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-07-05,11.6
"863","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-09-05,4.35
"864","PSB","PARTIDO SOCIALISTA BRASILEIRO","BOLETO",2017-09-06,500
"865","PSB","PARTIDO SOCIALISTA BRASILEIRO","DOCUMENTO FISCAL",2017-02-07,400
"866","PSB","PARTIDO SOCIALISTA BRASILEIRO","DOCUMENTO FISCAL",2017-04-04,2700
"867","PSB","PARTIDO SOCIALISTA BRASILEIRO","FATURA",2017-09-06,179.85
"868","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-03-13,60
"869","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-04-20,2
"870","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-07-25,333.23
"871","PSB","PARTIDO SOCIALISTA BRASILEIRO","RECIBO",2017-11-14,834
"872","PSB","PARTIDO SOCIALISTA BRASILEIRO","RECIBO",2017-05-01,136.66
"873","PSB","PARTIDO SOCIALISTA BRASILEIRO","RECIBO",2017-09-13,130
"874","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-10-05,224.88
"875","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-01-17,1.35
"876","PSC","PARTIDO SOCIAL CRISTÃO","OUTROS",2017-10-02,2184
"877","PSC","PARTIDO SOCIAL CRISTÃO","OUTROS",2017-11-10,1278.9
"878","PSC","PARTIDO SOCIAL CRISTÃO","OUTROS",2017-04-25,42
"879","PSC","PARTIDO SOCIAL CRISTÃO","OUTROS",2017-12-05,71
"880","PSC","PARTIDO SOCIAL CRISTÃO","OUTROS",2017-12-22,9.4
"881","PSC","PARTIDO SOCIAL CRISTÃO","FATURA",2017-12-22,845
"882","PSC","PARTIDO SOCIAL CRISTÃO","RECIBO",2017-10-04,66.31
"883","PSC","PARTIDO SOCIAL CRISTÃO","OUTROS",2017-11-01,2163
"884","PSC","PARTIDO SOCIAL CRISTÃO","OUTROS",2017-02-13,23.6
"885","PSC","PARTIDO SOCIAL CRISTÃO","FATURA",2017-10-05,228.07
"886","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-12-27,4.35
"887","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-04-07,3.8
"888","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-08-30,4.35
"889","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-10-04,4.35
"890","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-12-01,4.35
"891","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-02-21,3.8
"892","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-06-21,3.8
"893","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-10-10,2.85
